,2nd Iteration Candidates,TweetSentence,hashtags,phase1Candidates,sentID,tweetID,user,completeness,candidates_with_label
1718,['winning'],Well done to @Dean0909 for winning the sweepstake!,"Eurovision2017, Eurovision",,1,1070,Dean0909,True,"[('winning', 'b')]"
1719,['last'],Why this is the last time  represents Israel in,"IBA, Eurovision",Israel::*7*||,0,1071,DiChristine,True,"[('last', 'b')]"
1720,[],via @IrishTimesWorld,"IBA, Eurovision",,1,1071,DiChristine,True,[]
1721,"['luhan', 'bulgaria']",why is Luhan representing Bulgaria,Eurovision,Luhan::*2*||Bulgaria::*4*||,0,1072,jypeach94,True,"[('luhan', 'na'), ('bulgaria', 'na')]"
1722,[],Why he's so dry?,Eurovision,,0,1073,gomex_mendes,True,[]
1723,[],BTW  this year was terrible,Eurovision,,1,1073,gomex_mendes,True,[]
1724,['love'],EMRI we love you,Eurovision,,2,1073,gomex_mendes,True,"[('love', 'b')]"
1725,[],WHY DOES THE BACKGROUND DANCER HAVE  0/10,"Eurovision, ARM",nan,0,1074,mattismylife97,True,[]
1726,"['white power', 'sweden']",White power gang performs for Sweden,Eurovision,Sweden::*5*||,0,1075,CashBama,True,"[('white power', 'na'), ('sweden', 'g')]"
1727,"['far', 'kittens']","Which country is serving it so far, kittens?!",Eurovision,,0,1076,miggy_corona,True,"[('far', 'b'), ('kittens', 'na')]"
1728,[],Catch  on @LogoTV on now!,Eurovision,,1,1076,miggy_corona,True,[]
1729,[],🎶💃🎶,Eurovision,,2,1076,miggy_corona,True,[]
1730,[],where's the lie tho?,eurovision,nan,0,1077,anacrusath,True,[]
1731,"['dark', 'party']",when you're on the dark side of the Force but you still want to party,eurovision,Force::*8*||,0,1078,elknight20,True,"[('dark', 'na'), ('party', 'b')]"
1732,['italian'],When you're Italian and singing at,"Eurovision, ITA",Italian::*2*||,0,1079,oopsimright,True,"[('italian', 'na')]"
1733,['bulgarian'],When you realise the Bulgarian entry was born in the year 2000,"BUL, Eurovision",Bulgarian::*4*||,0,1080,Tara_Vern,True,"[('bulgarian', 'na')]"
1734,[],When you hear the takeaway at the door:,Eurovision,,0,1081,ScarOnTheSky,True,[]
1735,[],when you give up a life of magic to chase your  dreams,"Eurovision, ESC2017",nan,0,1082,Charaosensei,True,[]
1736,['get'],When you get twelve points and then win the whole thin,Eurovision,,0,1083,moonIightaffair,True,"[('get', 'b')]"
1737,[],when you do an entire group project on your own,eurovision,nan,0,1084,yeah_ohgahd,True,[]
1738,[],When you can feel a sneeze coming but it won't come out,Eurovision,,0,1085,PingoId91,True,[]
1739,[],When u are about to sneeze,Eurovision,,0,1086,AzuPazuPuzzeh,True,[]
1740,['spicy'],when the memes are spicy,"SWE, Eurovision",nan,0,1087,RaeRawrRae1,True,"[('spicy', 'na')]"
1741,['spain'],When Spain gets 5 points,Eurovision,Spain::*1*||,0,1088,nievessvictoria,False,"[('spain', 'a')]"
1742,[],"When someone asks you what  is, just show them this picture and stare at them in silence",Eurovision,,0,1089,bah_bug,True,[]
1743,[],When someone asks how I am doing,Eurovision,,0,1090,MeeraAlSuwaidii,True,[]
1744,"['germany', 'sounds', 'titanium']",When Germany's  songs beginning sounds like Titanium,Eurovision,Germany's::*1*||Titanium::*6*||,0,1091,lGqdiFOgrcJtsJL,True,"[('germany', 'g'), ('sounds', 'b'), ('titanium', 'g')]"
1745,['people'],What the who are these people lol,eurovision,,0,1092,sjlangs,True,"[('people', 'b')]"
1746,"['see', 'really', 'see']",what the contestants think we want to see vs. what we really want to see,"Eurovision, Eurovision2017",nan,0,1093,cinamink_toast,True,"[('see', 'b'), ('really', 'b'), ('see', 'b')]"
1747,['ron'],What Ron said.,nan,Ron::*1*||,0,1094,ToriWillis01,True,"[('ron', 'na')]"
1748,['new'],What have you made me create  A new meme has been born.,Eurovision,,0,1095,ScarOnTheSky,True,"[('new', 'b')]"
1749,[],"What a suprise , actualy good song from @Eurovision - from @blanchemusicbe","Eurovision, blanche, Belgium",,0,1096,XenomorphiusM,True,[]
1750,[],What a star u are !😍 @florianwieder,"Florianwieder, Eurovision, Superstar",,0,1097,dzulkarnainasso,True,[]
1751,['really'],What  really is about,eurovision,,0,1098,lifeontakeoff,True,"[('really', 'b')]"
1752,[],WHAAAAATTTT 💜💜💜,nan,nan,0,1099,gaitadaria,True,[]
1753,['croatia'],Well you can't say this about Croatia,EUROVISION,Croatia::*6*||,0,1100,hSELTPsxx4sMIK0,True,"[('croatia', 'g')]"
1754,"['moon', 'martian']","Welcome to ​ 2047, which sees the Moon and Martian colonies joining in.",Eurovision,Moon::*7*||Martian::*9*||,0,1101,librarianknight,True,"[('moon', 'na'), ('martian', 'na')]"
1755,"['usa', 'last']","We still miss USA, the last holdout among human nations.",Eurovision,USA::*3*||,1,1101,librarianknight,False,"[('usa', 'a'), ('last', 'b')]"
1756,['wee bum'],Wee Bum  😂😂😂😬,Eurovision,Wee Bum::*0*1*||,0,1102,heed71,True,"[('wee bum', 'na')]"
1757,"['us', 'best']",We'll give 12 points to whoever promises us the best trade deal.,"Eurovision, OfficialPolicy",,0,1103,jpjmarti,True,"[('us', 'b'), ('best', 'b')]"
1758,[],We have so many questions,nan,,0,1104,DoctorWhooch,True,[]
1759,[],Watching ?,"eurovision, diapergirls",,0,1105,unknown9417,True,[]
1760,[],Make sure you're diapered!,"eurovision, diapergirls",,1,1105,unknown9417,True,[]
1761,['see'],Come to  &amp; see  having fun in…,"eurovision, diapergirls",,2,1105,unknown9417,True,"[('see', 'b')]"
1762,['iolo'],Watching  with the very cute Iolo the dog + @WelshLabour crew - come on @luciejones1 !,Eurovision,Iolo::*5*||,0,1106,joshuamligan,True,"[('iolo', 'na')]"
1763,[],Want to feel old?,Eurovision,,0,1107,XrQfOLz7N4kdv31,True,[]
1764,"['bucks fizz', 'look']",This is what Bucks Fizz look like now 👀,Eurovision,Bucks Fizz::*3*4*||,1,1107,XrQfOLz7N4kdv31,True,"[('bucks fizz', 'na'), ('look', 'b')]"
1765,"['vote', 'us']",VOTE FOR US 😂🇬🇧🇬🇧🇬🇧,eurovision,nan,0,1108,LaReyneDEpee,True,"[('vote', 'b'), ('us', 'b')]"
1766,['vote'],Vote for    🎶👈🏾❤️👈🏾,"salvadorsobral, eurovision, voteforportugal",,0,1109,ricardocatarino,True,"[('vote', 'b')]"
1767,['vote'],Vote for     🇵🇹👈🏾🎶👈🏾,"salvadorable, Salvadorsobral, Eurovision, Portugual",,0,1110,ricardocatarino,True,"[('vote', 'b')]"
1768,[],Vive today,"VPinMT, eurovision, PiratesLife, Eurovision, STARBOY, LEGENDOFTHEFALL",nan,0,1111,WildLionGallery,True,[]
1769,"['romania', 'moldova']",Upon waking I still think Romania or Moldova should have won,Eurovision,Romania::*5*||Moldova::*7*||,0,1112,jadeycakes1992,True,"[('romania', 'g'), ('moldova', 'g')]"
1770,[],Updated winners map,Eurovision,,0,1113,noicingcupcake,True,[]
1771,"['new', 'salvador', 'new']","under the new system, alexander rybaks ""fairytale"" had a total of 690 points. today salvador scored 758. we have a new record! ",nan,nan,0,1114,kimoimichi,True,"[('new', 'b'), ('salvador', 'g'), ('new', 'b')]"
1772,"['ukrainian', 'australian']",Ukrainian man notorious for pranking celebrities moons  while wearing Australian flag…,Eurovision,Australian::*9*||,0,1115,suthernx,True,"[('ukrainian', 'g'), ('australian', 'g')]"
1773,"['ukraine', 'next']","Ukraine takes 1 year off, wins the next year.",nan,,0,1116,Mitch_John573,True,"[('ukraine', 'g'), ('next', 'b')]"
1774,"['portugal', 'next']","Portugal takes 1 year off, wins the next year.",nan,,1,1116,Mitch_John573,True,"[('portugal', 'g'), ('next', 'b')]"
1775,"['russia', 'bosnia', 'next']",Russia or Bosnia to win next year?,nan,Bosnia::*2*||,2,1116,Mitch_John573,True,"[('russia', 'g'), ('bosnia', 'na'), ('next', 'b')]"
1776,"['uk', 'australia', 'europe', 'eurovision']",uk: australia isn't even in europe how can they be in Eurovision,Eurovision,Eurovision::*11*||,0,1117,Sarcastic__Sam,False,"[('uk', 'a'), ('australia', 'a'), ('europe', 'g'), ('eurovision', 'g')]"
1777,"['australia', 'uk']",australia: *gives uk 12 points*,Eurovision,,1,1117,Sarcastic__Sam,False,"[('australia', 'a'), ('uk', 'a')]"
1778,['uk'],uk:,Eurovision,,2,1117,Sarcastic__Sam,False,"[('uk', 'a')]"
1779,[],Trying to work out the  voting system,Eurovision,,0,1118,Christo45046444,True,[]
1780,[],Totally false info why painting of rainbow for  wasn't finished.,"Eurovision, Nazi",,0,1119,besthealthyou,True,[]
1781,"['party', 'svoboda', 'lgbt']",radicals with party of Svoboda were against LGBT symbols.,"Eurovision, Nazi",Svoboda::*4*||LGBT::*7*||,1,1119,besthealthyou,True,"[('party', 'b'), ('svoboda', 'na'), ('lgbt', 'na')]"
1782,[],"Tories and alcohol don't mix...show some leg, but keep your socks on.","WTactualF, Eurovision",,0,1120,StatgeekUK,True,[]
1783,['romania'],"Romania 10, Romani 0.","WTactualF, Eurovision",nan,1,1120,StatgeekUK,True,"[('romania', 'g')]"
1784,"['top spanish', 'real', 'christian', 'arab']","Top Spanish team, Real Madrid will remove Christian cross on their logo in Arab states'  … …",Spain,Top Spanish::*0*1*||Real Madrid::*3*4*||Christian::*7*||Arab::*13*||,0,1121,zlando,True,"[('top spanish', 'na'), ('real', 'b'), ('christian', 'g'), ('arab', 'na')]"
1785,['tokio hotel'],Tokio Hotel is good!,Eurovision,Tokio Hotel::*0*1*||,0,1122,sofilovesnick,True,"[('tokio hotel', 'na')]"
1786,['get'],"To get a flavoour of  , here is the greatest song ever entered.",Eurovision,,0,1123,lornehanks,True,"[('get', 'b')]"
1787,[],Enjoy...,Eurovision,nan,1,1123,lornehanks,True,[]
1788,['mou'],"To   and  , -   signs MoU","boost, technology, investment, cooperation, Pak, Oman, Investment, Company, Eurovision",MoU::*5*||,0,1124,OmansFriends,True,"[('mou', 'na')]"
1789,[],This woman just kept singing!!,"Eurovison2017, Eurovision, WINNER",,0,1125,FoleyBreda,True,[]
1790,[],Nobody will remember the songs just this of,"Eurovison2017, Eurovision, WINNER",,1,1125,FoleyBreda,True,[]
1791,[],This was a beautiful moment,Eurovision,,0,1126,thelastconfesor,True,[]
1792,[],This story is not accurate.,nan,,0,1127,buberzionist,True,[]
1793,"['best', 'time']",This still remains THE BEST Eurovision song of all time!,Eurovision,BEST Eurovision::*4*5*||,0,1128,kerryleeanne,True,"[('best', 'b'), ('time', 'b')]"
1794,[],This should be talked about,Eurovision,,0,1129,noicingcupcake,True,[]
1795,['look'],this mf look like bananies and avocadies,nan,nan,0,1130,cuteneviI,True,"[('look', 'b')]"
1796,['sing'],This man is what I sound like in my head when I try to sing all parts of a Destiny's Child song.,"Croatia, Eurovision",Destiny's Child::*19*20*||,0,1131,Chugo_01,True,"[('sing', 'b')]"
1797,[],This just happened on  😂😂😂,Eurovision,,0,1132,pUwqSsFW3RbLaa1,True,[]
1798,"['australians', 'party']","This is why you should never, ever invite Australians to your party.",eurovision,Australians::*8*||,0,1133,1azylizzie,True,"[('australians', 'na'), ('party', 'b')]"
1799,['australians'],This is why Australians should be banned,nan,Australians::*3*||,0,1134,CashBama,True,"[('australians', 'na')]"
1800,[],This is what happens.,Eurovision,,0,1135,danmeister90,True,[]
1801,['vote'],We vote to leave and everyone starts singing in their own language.,Eurovision,,1,1135,danmeister90,True,"[('vote', 'b')]"
1802,[],Very insecure.,Eurovision,,2,1135,danmeister90,True,[]
1803,[],This is the whitest celebration of diversity I've ever seen.,eurovision,,0,1136,crowmaidarling,True,[]
1804,['white'],So many different types of white.,eurovision,,1,1136,crowmaidarling,True,"[('white', 'b')]"
1805,['best'],This is the best  tweet ever,EUROVISION,,0,1137,TommyMortillaro,True,"[('best', 'b')]"
1806,[],This is so cute,nan,,0,1138,prmanentfix,True,[]
1807,['portugal'],This is Portugal's grand strategy: win Euro cup -&gt; elect UN SecGen -&gt; win  -&gt; become nuclear power -&gt; ac…,Eurovision,Portugal's::*2*||Euro::*6*||UN SecGen::*10*11*||,0,1139,johank76,True,"[('portugal', 'g')]"
1808,['right'],This is how I feel right now,eurovision,,0,1140,treepanda2,True,"[('right', 'b')]"
1809,[],"This is him now, feel old yet?",Eurovision,,0,1141,Luminerica,True,[]
1810,[],Think of the Gong Show in 30 countries with no gong,nan,,0,1142,NeilMortimore1,True,[]
1811,[],They've just given up on the subtitles tonight...,Eurovision,,0,1143,nievessvictoria,True,[]
1812,['whatcha'],Them: Whatcha thinking about?,Eurovision,Whatcha::*1*||,0,1144,nievessvictoria,True,"[('whatcha', 'na')]"
1813,[],Me: Nothing,Eurovision,nan,1,1144,nievessvictoria,True,[]
1814,[],In my head:,Eurovision,,2,1144,nievessvictoria,True,[]
1815,['portugal'],"them: ""Portugal's song was so boring""",Eurovision,Portugal's::*1*||,0,1145,GummyHuskena,True,"[('portugal', 'g')]"
1816,['salvador'],"Salvador holding the prize: ""POrtUgAl'S sONg wAs SO bOrINg""",Eurovision,POrtUgAl'S::*4*||,1,1145,GummyHuskena,True,"[('salvador', 'g')]"
1817,[],"THEM TITTIES 👁️👁️,  ",DEN,nan,0,1146,mattismylife97,True,[]
1818,[],The ultimate indicator that it is  season.,Eurovision,,0,1147,sakasakiP,True,[]
1819,"['uk', 'ireland']",the uk @ ireland,Eurovision,nan,0,1148,megannnn_13,False,"[('uk', 'a'), ('ireland', 'g')]"
1820,['two'],The two creepy hosts get a warning in their earpieces,Eurovision,,0,1149,GuyCLJohnston,True,"[('two', 'b')]"
1821,"['swedish', 'one']",The Swedish know how to do  like no one,"Eurovision, SWE",Swedish::*1*||,0,1150,purnomoadi490,True,"[('swedish', 'na'), ('one', 'b')]"
1822,[],The sixth ticket for the sixth  show with yet another .,"eurovision, lazarusheart",,0,1151,fliponline,True,[]
1823,[],It's been an…,"eurovision, lazarusheart",nan,1,1151,fliponline,True,[]
1824,[],The rest of the world: 'What even is ?',Eurovision,,0,1152,ddinini,True,[]
1825,['europe'],Europe:,Eurovision,nan,1,1152,ddinini,True,"[('europe', 'g')]"
1826,"['the answer', 'genius']",The person that figures out the answer will be a virtual Genius,nan,Genius::*11*||,0,1153,pisani_raymond,True,"[('the answer', 'na'), ('genius', 'na')]"
1827,[],The past 12 months summed up in a screen-grab,Eurovision,,0,1154,AleSojka,True,[]
1828,['netherlands'],The Netherlands' had such a good ballad damn.,eurovision,Netherlands::*1*||,0,1155,jojothehobbit,True,"[('netherlands', 'na')]"
1829,"['sounds', 'disney']",It sounds like something from a Disney soundtrack,eurovision,Disney::*6*||,1,1155,jojothehobbit,True,"[('sounds', 'b'), ('disney', 'na')]"
1830,[],The most pure win in   that ever happened!,"Eurovision, Portugal",,0,1156,nievessvictoria,True,[]
1831,['australian'],The mooner was NOT Australian.,Eurovision,Australian::*4*||,0,1157,mishmash59,True,"[('australian', 'g')]"
1832,[],Important that's known.,Eurovision,,1,1157,mishmash59,True,[]
1833,['love'],We love and respect this contest  pls RT,Eurovision,,2,1157,mishmash59,True,"[('love', 'b')]"
1834,['salvador sobral'],The moment Portugal and Salvador Sobral are declared winners of,"Eurovision, ESC2017",Portugal::*2*||Salvador Sobral::*4*5*||,0,1158,SerendipitySays,True,"[('salvador sobral', 'g')]"
1835,['latest'],The latest TheTVKing!,"doctorwho, eurovision",TheTVKing::*2*||,0,1159,thetvking,True,"[('latest', 'b')]"
1836,[],Thanks to @FilmBookTomasi @MarkDeklin @tellymix,"doctorwho, eurovision",,1,1159,thetvking,True,[]
1837,['latest'],The latest El Joven Diario!,"eurovision, nm935",El Joven Diario::*2*3*4*||,0,1160,CCPJAlajuela,True,"[('latest', 'b')]"
1838,[],Thanks to @macasante,"eurovision, nm935",,1,1160,CCPJAlajuela,True,[]
1839,['latest'],The latest  - Take The Red Pill Now!,"eurovision, maga",Take The Red Pill::*3*4*5*6*||,0,1161,T3HREDPiLL,True,"[('latest', 'b')]"
1840,"['hero', 'need']",the hero we need but don't deserve,Eurovision,nan,0,1162,VerdejoConV,True,"[('hero', 'na'), ('need', 'b')]"
1841,"['guy', 'crazy']",The guy who mooned everyone at  was the same ~*crazy prankster*~ who assaulted these celebs.,Eurovision,,0,1163,inexorablist,True,"[('guy', 'b'), ('crazy', 'b')]"
1842,[],The Grand Favourite @ the 2017  Song contest is    🇵🇹😍,"Eurovision, Salvadorsobral, salvadorable, Portugal",Grand Favourite::*1*2*||2017 Song::*5*6*||,0,1164,dzulkarnainasso,True,[]
1843,['four'],The four horsemen of the apocalypse.,Eurovision,,0,1165,spinzaku35,True,"[('four', 'na')]"
1844,['us'],The foreign countries are only voting for us on  because half there relatives are over here,eurovision,,0,1166,HoI1ddK9nI3QIdl,True,"[('us', 'b')]"
1845,[],The final results,"Eurovision, ESC2017",,0,1167,tanyaclexakru,True,[]
1846,"['cyprus', 'sounds']",The Cyprus contestant 's song  sounds awfully like 's !,"Hovig, Gravity, RagNBoneMan, Human, Eurovision",Cyprus::*1*||,0,1168,dzulkarnainasso,True,"[('cyprus', 'na'), ('sounds', 'b')]"
1847,"['best', 'eurovision 2017']",The best performance for Eurovision 2017,"12points, CelebrateDiversity, eurovision, ESC2017",Eurovision 2017::*4*5*||,0,1169,Grizzle21652463,True,"[('best', 'b'), ('eurovision 2017', 'na')]"
1848,"['best', 'salvador']","The best duo of the century omg Salvador and his sister just out of this world,amazing ❤️","POR, Eurovision",Salvador::*7*||,0,1170,YesterKris,True,"[('best', 'b'), ('salvador', 'g')]"
1849,['right'],The  Genocide in Middle East is happening right now!,Christian,Genocide in Middle East::*1*2*3*4*||,0,1171,zlando,True,"[('right', 'b')]"
1850,[],(Graphic),Christian,nan,1,1171,zlando,True,[]
1851,['msm'],MSM doesn't want U 2 know!,Christian,,2,1171,zlando,True,"[('msm', 'g')]"
1852,[],That was the funniest part of  this year hilarious 🎶🎶😎😎😂😂😂,EUROVISION,,0,1172,Summer_GamingIE,True,[]
1853,[],That vocal tone though 💝,"Eurovision, BEL",,0,1173,purnomoadi490,True,[]
1854,"['time', 'eurovision']",That time I performed&amp; hosted Eurovision's Opening Ceremony,eurovision,Eurovision's Opening Ceremony::*5*6*7*||,0,1174,PMCastle,True,"[('time', 'b'), ('eurovision', 'g')]"
1855,['guy'],That song will be used at that guy's child custody hearing,Eurovision,,0,1175,8NOcBHfrApJnAw7,True,"[('guy', 'b')]"
1856,[],That may be a world record for “most viewers simultaneously seeing an Australian’s arse live on television”,eurovision,Australian’s::*12*||,0,1176,craighennessey,True,[]
1857,['finnish'],Thanks to @YLETV2 for translating those yodels into Finnish,"Eurovision, euroviisut",Finnish::*8*||,0,1177,thegcat,True,"[('finnish', 'na')]"
1858,[],Thanks 4 the  choir games promo @grahnort our @BarnsleyChoir are the 2015 triple gold champions pls wish us luck 4 this year 😃,Eurovision,,0,1178,BarnsleyChoir,True,[]
1859,[],Thank you and goodnight,Eurovision,,0,1179,SDMw77jmXvn9CjZ,True,[]
1860,['uk'],Thank you @LucieJones1 you've been an incredible embassador for the UK and .,Eurovision,UK::*10*||,0,1180,noicingcupcake,False,"[('uk', 'a')]"
1861,[],This was your week at…,Eurovision,,1,1180,noicingcupcake,True,[]
1862,"['god', 'australian']",Thank god that ugly bottom was not Australian!,nan,Australian::*7*||,0,1181,pixieodeath,True,"[('god', 'g'), ('australian', 'g')]"
1863,[],Tele-POR-ting into,Eurovision,nan,0,1182,unni_hyeok,True,[]
1864,"['two', 'job']","Still, our two hosts are doing a sterling job",Eurovision,,0,1183,GuyCLJohnston,True,"[('two', 'b'), ('job', 'b')]"
1865,"['better', 'love', 'twilight']",Still a better love story than Twilight!,Eurovision,Twilight::*6*||,0,1184,nievessvictoria,True,"[('better', 'b'), ('love', 'b'), ('twilight', 'na')]"
1866,[],Stage invasion!,Eurovision,,0,1185,EIexor,True,[]
1867,['actually'],Actually thought it was part of the act.,Eurovision,,1,1185,EIexor,True,"[('actually', 'b')]"
1868,[],Spot the difference,Eurovision,,0,1186,cmras_BlockB,True,[]
1869,"['amor', 'portugal', 'parabéns']","Speaking as someone who can still hum ""Amor d'água fresca"", Portugal's 1992 entry (when I was living there): PARABÉNS!",nan,Amor::*7*||Portugal's 1992::*10*11*||PARABÉNS::*18*||,0,1187,pensarsemfim,True,"[('amor', 'na'), ('portugal', 'g'), ('parabéns', 'na')]"
1870,['right'],Spanish ppl right now,Eurovision,,0,1188,nievessvictoria,True,"[('right', 'b')]"
1871,"['spain', 'get']",Spain trying to get some points.,Eurovision,,0,1189,nievessvictoria,False,"[('spain', 'a'), ('get', 'b')]"
1872,"['spain', 'stop', 'stop']",SPAIN PLEASE STOP WE'LL GIVE YOU GIBRALTAR JUST PLEASE STOP,Eurovision,nan,0,1190,RAMON00006,False,"[('spain', 'a'), ('stop', 'b'), ('stop', 'b')]"
1873,['spain'],Spain be like,Eurovision,nan,0,1191,MiLiPe_96,False,"[('spain', 'a')]"
1874,['spain'],Spain are now the country who have waited the longest for a win.. (48 years),Eurovision,,0,1192,amiryogi,False,"[('spain', 'a')]"
1875,['gif'],Sorry but this GIF needs to be on your timeline,Eurovision,GIF::*3*||,0,1193,that_rachael,True,"[('gif', 'na')]"
1876,"['next', 'watch']",Someone please remind me about  next year so I can watch some of the competition.,Eurovision,,0,1194,sjlangs,True,"[('next', 'b'), ('watch', 'b')]"
1877,"['got', 'better']",Someone got their arse out at  and it's better than any act that performed.,Eurovision,,0,1195,CYXwlJh2Fc1tAq7,True,"[('got', 'b'), ('better', 'b')]"
1878,"['brit', 'europeans']","Some thick irony in a Brit singing ""I will never give up on you"" to a room of Europeans.",Eurovision,Brit::*5*||Europeans::*18*||,0,1196,alba005edith,True,"[('brit', 'na'), ('europeans', 'g')]"
1879,[],Some of the world's deadliest snakes,Eurovision,,0,1197,MrAryyn,True,[]
1880,[],"So,  is over.",Eurovision,nan,0,1198,FSwissmartini,True,[]
1881,['ukrainian'],Congratulations to the winner and many thanks to Ukrainian soldiers who make it possible too!,Eurovision,Ukrainian::*8*||,1,1198,FSwissmartini,True,"[('ukrainian', 'g')]"
1882,[],Nighty night :),Eurovision,,2,1198,FSwissmartini,True,[]
1883,['looks'],So this looks familiar,"CRO, Eurovision, DragRace",,0,1199,Chugo_01,True,"[('looks', 'b')]"
1884,[],So this just happened on,Eurovision,,0,1200,_skankhunt,True,[]
1885,"['proud', 'salvador', 'luisa']",So proud of Salvador and Luisa !,"Eurovision, salvadorable, teamsalvadorable",Salvador::*3*||Luisa::*5*||,0,1201,MiaTerraLatina,True,"[('proud', 'b'), ('salvador', 'g'), ('luisa', 'na')]"
1886,[],smooth,Eurovision,nan,0,1202,khontext,True,[]
1887,"['us', 'got']",SHOW US WHAT YOU GOT,Eurovision,nan,0,1203,lebibin,True,"[('us', 'b'), ('got', 'b')]"
1888,[],Should've won,Eurovision,nan,0,1204,BellaGoth11093,True,[]
1889,[],She JSUT GIT A HOTELLLLLLLLL,"HH, KAW, eurovision",nan,0,1205,WolkeKristin,True,[]
1890,"['seriously', 'love']",Seriously love watching  every year.,eurovision,,0,1206,sjlangs,True,"[('seriously', 'b'), ('love', 'b')]"
1891,['seriously'],Some seriously good talent this year,eurovision,,1,1206,sjlangs,True,"[('seriously', 'b')]"
1892,[],Saw this and you came into my mind @samuelbuttery,nan,,0,1207,DJNathyB,True,[]
1893,"['salvador', 'portugal']",Salvador takes the trophy for Portugal!,"Eurovision, ESC2017",Portugal::*5*||,0,1208,SerendipitySays,True,"[('salvador', 'g'), ('portugal', 'g')]"
1894,['salvador sobral'],Salvador Sobral takes the trophy for Portugal🇵🇹  at the,"ESC2017, Eurovision, CelebrateDiversity",Salvador Sobral::*0*1*||Portugal::*6*||,0,1209,annikawunder,True,"[('salvador sobral', 'g')]"
1895,['salvador sobral'],Salvador Sobral is awarded the  trophy for 🇵🇹!,"ESC2017, POR, Eurovision, CelebrateDiversity",Salvador Sobral::*0*1*||,0,1210,SerendipitySays,True,"[('salvador sobral', 'g')]"
1896,"['sad', 'turkey', 'israel', 'europe']",Sad development as they brought a unique levantine flavor -- without turkey and israel europe is a boring place.,nan,,0,1211,evrimerdogus,True,"[('sad', 'b'), ('turkey', 'na'), ('israel', 'b'), ('europe', 'g')]"
1897,[],RT meganrossix: Never forget,Eurovision,,0,1212,BellaGoth11093,True,[]
1898,"['voted', 'sweden']",RT if you voted for Sweden!,"SWE, Eurovision, ESC2017",Sweden::*5*||,0,1213,VirpiLaine,True,"[('voted', 'b'), ('sweden', 'g')]"
1899,[],🇸🇪👌👌👌    @robinbengtssons,"SWE, Eurovision, ESC2017",,1,1213,VirpiLaine,True,[]
1900,"['ronaldo', 'portugal']",Ronaldo will claim this when Portugal win.,eurovision,Portugal::*5*||,0,1214,QVUxwlqwDCN8FGm,True,"[('ronaldo', 'na'), ('portugal', 'g')]"
1901,"['ronaldo', 'portugal']",Ronaldo quite obviously carries Portugal on and off the pitch.,Eurovision,Portugal::*4*||,0,1215,ericdsouza17,True,"[('ronaldo', 'na'), ('portugal', 'g')]"
1902,[],Another major trophy won.,Eurovision,,1,1215,ericdsouza17,True,[]
1903,['romania'],"Romania, this is lit",Eurovision,,0,1216,JulieStarsed,True,"[('romania', 'g')]"
1904,['go'],retweet if you think I should go to  2018 and do a shashlik rap,Eurovision,,0,1217,LuXun001,True,"[('go', 'b')]"
1905,"['cnn', 'hrc', 'dnc']",Remember when CNN colluded with HRC and the DNC?,"Eurovision, UFC211, WhitePeople, CNNsotu, JudgeJeanine",CNN::*2*||HRC::*5*||DNC::*8*||,0,1218,SLadreda,True,"[('cnn', 'b'), ('hrc', 'b'), ('dnc', 'na')]"
1906,[],I do.,"Eurovision, UFC211, WhitePeople, CNNsotu, JudgeJeanine",nan,1,1218,SLadreda,True,[]
1907,"['time', 'eurovision', 'north cork']",Remember the time we held Eurovision in a shed in North Cork....,eurovision,Eurovision::*5*||North Cork::*10*11*||,0,1219,michaeljmatson,True,"[('time', 'b'), ('eurovision', 'g'), ('north cork', 'na')]"
1908,[],"(True story, millennials)",eurovision,,1,1219,michaeljmatson,True,[]
1909,['remember the dreamworks'],Remember the DreamWorks kid?,"AUT, Eurovision",Remember the DreamWorks::*0*1*2*||,0,1220,ScarOnTheSky,True,"[('remember the dreamworks', 'na')]"
1910,[],This is him now!,"AUT, Eurovision",nan,1,1220,ScarOnTheSky,True,[]
1911,[],Feel old yet?,"AUT, Eurovision",,2,1220,ScarOnTheSky,True,[]
1912,"['really', 'explain', 'europe']",Really hope they show this clip in schools across the world to explain Europe,Eurovision,Europe::*13*||,0,1221,mol3bkGPxNXQnnS,True,"[('really', 'b'), ('explain', 'na'), ('europe', 'g')]"
1913,[],"RAGAAAAAAA   CLICK HERE!-&gt; """"",Eurovision,,0,1222,Austral27932861,True,[]
1914,[],"RAGAAAAAAA
 ",Eurovision,nan,0,1223,sheslytherin,True,[]
1915,"['rich', 'australia', 'european']","PRETTY RICH OF ALL YOU BRITS TWEETING THAT AUSTRALIA DOESN'T BELONG IN A EUROPEAN THING, AT LEAST WE WANT TO BE HERE ",nan,nan,0,1224,Gaelunafn,False,"[('rich', 'b'), ('australia', 'a'), ('european', 'na')]"
1916,[],Portuguese all over the world !!!,"Eurovision, Portugal",,0,1225,meinconspicuous,True,[]
1917,[],AHHAHAAH,"Eurovision, Portugal",nan,1,1225,meinconspicuous,True,[]
1918,['portugal'],Portugal's lyrics!,"Eurovision2017, Eurovision, POR, Portugal",,0,1226,danielasofiaom,True,"[('portugal', 'g')]"
1919,[],☺️🇵🇹,"Eurovision2017, Eurovision, POR, Portugal",,1,1226,danielasofiaom,True,[]
1920,[],(SPREAD THIS LIKE WILDFIRE),"Eurovision2017, Eurovision, POR, Portugal",nan,2,1226,danielasofiaom,True,[]
