,2nd Iteration Candidates,TweetSentence,hashtags,phase1Candidates,sentID,tweetID,user
2653,"['niall', 'performing', '102.7 kiis fm']","Update  | Niall performing at 102.7 KIIS FM’s 2017  •May 13th, 2017!",WangoTango,Niall::*2*||102.7 KIIS FM::*5*6*7*||,0,1729,signofhstyles94
2654,[],/isa,WangoTango,,1,1729,signofhstyles94
2655,"['louis liam', 'harry', 'niall']","Selfie from Louis, Liam at , and performances from Harry and Niall.",WangoTango,Louis Liam::*2*3*||Harry::*8*||Niall::*10*||,0,1730,OliviaMarie1322
2656,['great'],Today has been a great day.…,WangoTango,,1,1730,OliviaMarie1322
2657,"['snapchat', 'instagram', 'right']",Pretty sure you should tune in to our Snapchat / Instagram right now...,WangoTango,Snapchat::*8*||Instagram::*10*||,0,1731,captain_smores
2658,[],📱: @capitolrecords,WangoTango,,1,1731,captain_smores
2659,"['camila', 'instagram']",RT @CCabelloNews: Camila with @machinegunkelly (via jimmynickles on Instagram),WangoTango,Camila::*2*||Instagram::*8*||,0,1732,CamilaDailyMX
2660,['us'],Excuse us.. @NiallOfficial coming through,WangoTango,,0,1733,Zeleza_x
2661,['wonder world tour'],Her performance gave me such Wonder World Tour vibes!,"Malibu, Jolene, WeCantStop",Wonder World Tour::*5*6*7*||,0,1734,_mileycyrusnl
2662,[],☺️Anyone else?,"Malibu, Jolene, WeCantStop",,1,1734,_mileycyrusnl
2663,"['niall', 'on the loose']","Niall performando ""On The Loose"" no",WangoTango,On The Loose::*2*3*4*||,0,1735,pizzakardashian
2664,[],MEU DEUS,WangoTango,nan,1,1735,pizzakardashian
2665,[],(via @chxudry),WangoTango,,2,1735,pizzakardashian
2666,[],Thank you @1027kiisfm for the invite.,"Despacito, wangotango",,0,1736,sahana_vinod
2667,[],LA you sounded amazing singing  …,"Despacito, wangotango",,1,1736,sahana_vinod
2668,['scared'],"@NiallOfficial covering @DUALIPA / @MartinGarrix's ""Scared To Be Lonely""",WangoTango,Scared To Be Lonely::*5*6*7*8*||,0,1737,jaasmine23
2669,[],i hope so,nan,nan,0,1738,niallsoberano
2670,['happy'],sisanie: Always happy to be the bread on a Niall sandwich 🍞 see you at  niallhoran!,WangoTango,Niall::*9*||,0,1739,roswellmcdio
2671,[],This.,nan,nan,0,1740,wulffisthename
2672,[],Is.,nan,nan,1,1740,wulffisthename
2673,[],Horrifying.,nan,nan,2,1740,wulffisthename
2674,[],They are both so hot,nan,,0,1741,badxromance
2675,['got'],@renalovelis from @HeyViolet got off stage and ran straight to the @OtterPops!,nan,,0,1742,NJHLove93
2676,"['stay', 'right']","Gotta stay cool, right?!",nan,,1,1742,NJHLove93
2677,['lot'],@MileyCyrus told @officialellenk she has something up her sleeve that's going to involve a lot of balloons tonigh…,nan,,0,1743,Imamileyfans
2678,['new'],We can't wait for @halsey's new album.,WangoTango,,0,1744,1027KIISFM
2679,[],AHHH!,WangoTango,nan,1,1744,1027KIISFM
2680,"['one', 'niall']",One more from Niall on the  yellow carpet!,WangoTango,Niall::*3*||,0,1745,nlnahzza
2681,"['go', 'instagram']",We'll go live on Instagram (@901Music) during his performance…,WangoTango,Instagram::*4*||,1,1745,nlnahzza
2682,['free'],FREE,WangoTango,nan,0,1746,sai_witch
2683,[],THE,WangoTango,nan,1,1746,sai_witch
2684,[],NIPPLE,WangoTango,nan,2,1746,sai_witch
2685,[],@MileyCyrus,WangoTango,,3,1746,sai_witch
2686,"['niall', 'scared']","Niall performando ""Scared To Be Lonely"" (3)",WangoTango,Scared To Be Lonely::*2*3*4*5*||,0,1747,jornawlz
2687,"['niall', 'slow hands']",Niall cantando 'Slow Hands' esta tarde en el !,WangoTango,Slow Hands::*2*3*||,0,1748,arely_tb
2688,[],(2),WangoTango,,1,1748,arely_tb
2689,"['camila', 'snapchat']",Camila on @iHeartRadio snapchat.,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",,0,1749,garciacabello2
2690,"['one', 'one', 'one']",ONE DREAM ONE BAND ONE DIRECTION,nan,nan,0,1750,galwayroses
2691,['love'],I LOVE MY SONS SUPPORTING EACH OTHER,nan,nan,0,1751,lunenarry
2692,"['love', 'see', 'niall']",@LiamPayne I love that you went to see Niall at .,WangoTango,Niall::*8*||,0,1752,rrs1489
2693,[],Supportive brother.,WangoTango,,1,1752,rrs1489
2694,[],1D forever.,WangoTango,,2,1752,rrs1489
2695,[],:),WangoTango,,3,1752,rrs1489
2696,['see'],Cat watching a horror movie will be the cutest thing you will see today!,"cat, cutecat, WangoTango, UFC211",,0,1753,andreagreene741
2697,[],",,,","cat, cutecat, WangoTango, UFC211",nan,1,1753,andreagreene741
2698,"['meet', 'greet']",Meet &amp; greet photos of @backstreetboys from .,WangoTango,,0,1754,KaosOnline
2699,[],my  1d ship stays winning,nan,nan,0,1755,projectwrecked
2700,[],Baby is so cute 💓,nan,,0,1756,itsAshLopez
2701,[],I'm so upset,nan,,0,1757,izabella_a_
2702,['instagram'],@1027KIISFM's post on Instagram,WangoTango,Instagram::*3*||,0,1758,saiiapichaya
2703,[],Bout had a heart attack when the said @LiamPayne was here at .,WangoTango,,0,1759,alexinlalaland
2704,[],1 more week till we have a full set of singles from the boys!,WangoTango,,1,1759,alexinlalaland
2705,"['great', 'go crazy']","doing a great cover of  ""Let's Go Crazy"" at","maroon5, Prince, WangoTango",Go Crazy::*6*7*||,0,1760,MVanterpool
2706,['alessia cara'],Alessia Cara on the  yellow carpet just now 👋🏽 | @iHeartRadio,WangoTango,Alessia Cara::*0*1*||,0,1761,outlawsharmony
2707,[],@noahcyrus &amp; @MileyCyrus surprised mommy @tishcyrus with a birthday cake at  tonight!,WangoTango,,0,1762,ng3ld0wn
2708,"['happy birthday', 'mt']",HAPPY BIRTHDAY MT…,WangoTango,nan,1,1762,ng3ld0wn
2709,"['performing', 'malibu', 'first']","@MileyCyrus performing ""Malibu"" live for the first time at  is EVERYTHING!",WangoTango,Malibu::*2*||,0,1763,StephySmilovVe
2710,[],@1027KIISFM,WangoTango,,1,1763,StephySmilovVe
2711,[],Christ.,nan,nan,0,1764,rickydigital
2712,['dolly parton'],As Dolly Parton dies a little bit more.....,nan,Dolly Parton::*1*2*||,1,1764,rickydigital
2713,['liam'],📸 | Liam at  tonight -11,WangoTango,Liam::*2*||,0,1765,xElaPayneX
2714,[],When @NiallOfficial brings out  💃🏻,"OnTheLoose, WangoTango",,0,1766,RealRachelMarin
2715,"['god', 'liam', 'niall']","OH MY FUCKING GOD LIAM JUST WATCHED NIALL'S PERFORMANCE CAN YOU HEAR ME SCREAM 
 
 ",WANGOTANGO,nan,0,1767,xLarrySyndrome
2716,['alessia'],Alessia backstage at !,WangoTango,,0,1768,greedyalessia
2717,"['camila', 'carpet']",Camila on @1027KIISFM's yellow carpet.,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",,0,1769,garciacabello2
2718,"['camila', 'red', 'carpet']",Camila on 's red carpet.,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",,0,1770,garciacabello2
2719,['right'],When the sound cuts out right at the top of your set and your just like,WangoTango,,0,1771,DinahMyCaptain
2720,[],"""IT AINT MY FAULT"" 😩😂",WangoTango,IT AINT MY FAULT::*0*1*2*3*||,1,1771,DinahMyCaptain
2721,['liam'],Liam en el backstage de,"WangoTango, WN1D",,0,1772,arely_tb
2722,[],Just a quick pep talk from @katyperry before @noahcyrus hits the  stage 👭❤️,WangoTango,,0,1773,perrygwza
2723,[],@HaileeSteinfeld is seriously goals....and killing the outfit game,WangoTango,,0,1774,onedire79089870
2724,"['miley', 'stop', '2013 feels']",miley cantando y bailando we can't stop MY 2013 FEELS,WangoTango,2013 FEELS::*8*9*||,0,1775,Sebastianariasy
2725,"['niall', 'con']",Niall con fans en el !,WangoTango,,0,1776,RebeZantosh1D
2726,[],(3),WangoTango,,1,1776,RebeZantosh1D
2727,[],HONESTLY SAVED ME,nan,nan,0,1777,niallohhh
2728,['instagram'],Geli's Instagram.,WangoTango,nan,0,1778,gabrielmvalois
2729,['stella'],Stella!,WangoTango,nan,1,1778,gabrielmvalois
2730,['june'],And adorable lil June 💕,WangoTango,June::*3*||,2,1778,gabrielmvalois
2731,"['zayn', 'performing']","In honour of  being today, here's a throwback to Zayn performing at last year's Wango Tango!",WangoTango,Zayn::*9*||Wango Tango::*14*15*||,0,1779,ZeeZzZayN
2732,['maroon 5'],Maroon 5 covering Prince...what else could you want in life?,WangoTango,Maroon 5::*0*1*||Prince::*3*||,0,1780,MrStevenJohnson
2733,"['niall', 'slow hands']",NIALL IN A FUCKING HENLEY SINGING SLOW HANDS..,nan,nan,0,1781,callmekaitxo
2734,"['died', 'gone', 'heaven']",I'VE DIED AND GONE TO HEAVEN (minus that fucking hat),nan,DIED::*1*||GONE::*3*||HEAVEN::*5*||,1,1781,callmekaitxo
2735,"['miley', 'stop']",Miley singing 'We Cant Stop' at .,WangoTango,We Cant Stop::*2*3*4*||,0,1782,chem_is_TRY__
2736,[],is trending worldwide.,WangoTango,nan,0,1783,CelebUpd8s
2737,['liam'],Liam at  tonight.,WangoTango,,0,1784,1DInfoForFans
2738,[],(via @wydnialll),WangoTango,,1,1784,1DInfoForFans
2739,"['camila', 'snapchat']",Camila with @tanyarad on @1027KIISFM's Snapchat story,wangotango,Snapchat::*5*||,0,1785,saiiapichaya
2740,['jones'],", Joevin Jones ,  ,  , Bryce Harper ,  ,  ,","SamuraiJack, UFC211, BookOfJohnGray, GB400, WangoTango, MostRequestedLive",nan,0,1786,nipponupdate
2741,[],Yes they were everything except good,nan,,0,1787,zenmani
2742,"['camila', 'instagram story']",Camila on @ashlee_juno's Instagram story.,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",Instagram::*3*||,0,1788,garciacabello2
2743,"['camila', 'carpet']",Camila no yellow Carpet do,WangoTango,Carpet::*3*||,0,1789,HeyLaurmila
2744,"['first', 'village']",Our first  Village artist @HeyViolet has hit the stage!,WangoTango,Village::*2*||,0,1790,NJHLove93
2745,['proud'],i'm so proud of her,WangoTango,nan,0,1791,queengrimmiex
2746,[],"Mercedes F015 Concept Car Drives Itself To CES Las Vegas ,,,","Awesometech, hightech, WangoTango, UFC211",nan,0,1792,edwardbond2581
2747,[],Guess whose set this is😉,WangoTango,,0,1793,pphox
2748,[],@EsperanzaGomez @LasMasPutasMex @Culos_Enormes @CamGirlzParty @LindasPutitas @CamGirlz1 @CamGirlErotica…,nan,,0,1794,rubicon765
2749,[],CamilaNationBr:,"PREMIOSMTVMIAW, MTVINSTAGLCABELLO",nan,0,1795,LittleCCabeyo
2750,"['niall', 'performing', 'slow hands']",Niall performing Slow Hands at  today!,WangoTango,Slow Hands::*2*3*||,0,1796,CelebUpd8s
2751,[],-J,WangoTango,nan,1,1796,CelebUpd8s
2752,['hold tight'],Justin singing Hold Tight last 2 years ago at,WangoTango,Hold Tight::*2*3*||,0,1797,francesxasg
2753,"['see', 'miley']",Please upgrade my little sister and i to the pit so she can see her fave Miley!!,"wangotango, upgrade",Miley::*16*||,0,1798,Amrozek25
2754,"['performing', 'new', 'single', 'bon appetit']","Yesssss 🙌🏽 @katyperry performing her new single ""Bon Appetit"" at @1027KIISFM",WangoTango,Bon Appetit::*7*8*||,0,1799,prismxticboy
2755,"['die', 'right']",i will die for her tummy RIGHT NOW,nan,RIGHT::*6*||,0,1800,darthleias
2756,[],Guess who's in the building!,nan,,0,1801,Karla77508059
2757,['get'],😍 Get those dancing shoes on because @alessiasmusic and @zedd are coming up!…,nan,Get::*1*||,1,1801,Karla77508059
2758,"['back', 'us', 'back']",@MileyCyrus is BACK and taking us back to her roots with  at,"Jolene, WangoTango",BACK::*2*||,0,1802,MiPhiaPerfect
2759,"['los angeles releases the', 'free']",KIIS/Los Angeles Releases The Lineup For The Free Wango Tango ...  ⚡🌟,WangoTango,Los Angeles Releases The::*1*2*3*4*||Free Wango Tango::*7*8*9*||,0,1803,Luciana0738
2760,[],"Everybody, rock your body!",WangoTango,,0,1804,BackstreetLamb
2761,[],😍 @backstreetboys,WangoTango,,1,1804,BackstreetLamb
2762,['back'],"i miss justin's performance back in 2015 :,( ",WangoTango,nan,0,1805,bizzlesthrone
2763,[],It's a beautiful night at  Zedd is on stage!,WangoTango,Zedd::*5*||,0,1806,RonTheITGuy
2764,['niall'],Niall takes the  stage at 7:15PM PST tonight.,WangoTango,7 15PM PST::*5*6*7*||,0,1807,nong21914
2765,['instagram story'],We'll be posting live on our Instagram Story (@901Music).…,WangoTango,Instagram Story::*6*7*||,1,1807,nong21914
2766,['love'],i fucking love this song,nan,nan,0,1808,hfkbeth
2767,['miley'],| Miley &amp; @halsey backstage.,"UPDATE, WangoTango",Miley::*1*||,0,1809,chem_is_TRY__
2768,['niam'],Bless your timeline with Niam,WangoTango,Niam::*4*||,0,1810,hotbeanlouis
2769,[],this is so good fuckk,nan,nan,0,1811,aIcohalsey
2770,"['niall', 'on the loose']",Niall cantando On The Loose!,WangoTango,Loose::*4*||,0,1812,bae_hxrry
2771,['niall'],OMG PLEASE PERFORM W NIALL PLEASE,nan,nan,0,1813,cacaehs
2772,['liam'],📸 | Liam at  tonight.,WangoTango,Liam::*2*||,0,1814,xElaPayneX
2773,[],🔥That moment when @kendra_benz clothes hit the floor!🔥,"WangoTango, wangotango2017",,0,1815,lovefreecams
2774,[],🆓➡️,"WangoTango, wangotango2017",,1,1815,lovefreecams
2775,['camila cabello'],Camila Cabello on the  just now 🤘🏽 | @iHeartRadio,WangoTango,Camila Cabello::*0*1*||,0,1816,LalYazareth
2776,[],@LiamPayne + @edsheeran = STRIP THAT DOWN,nan,,0,1817,kadycat
2777,[],"While we wait for the @backstreetboys  performance, check out these backstage photos!",WangoTango,,0,1818,WHOTheBckstreet
2778,"['watch', 'see']",Okay  over now to watch whatever this  is so I can see the @backstreetboys!!,"NASCAR, WangoTango",,0,1819,sj2429
2779,['new'],@noahcyrus performed a brand NEW song titled  at .,"ImStuck, WangoTango",NEW::*4*||,0,1820,noahcyrus
2780,[],SO good!,"ImStuck, WangoTango",,1,1820,noahcyrus
2781,"['camila', 'bad things']",Camila durante a performance de Bad Things no,WangoTango,Bad Things::*5*6*||,0,1821,lvarezAntonelad
2782,['katy perry performing'],Katy Perry Performing  at  @katyperry @1027KIISFM 💅🏻,"BonAppetit, WangoTango",Katy Perry Performing::*0*1*2*||,0,1822,slayprismatic
2783,['slow hands'],"Another video of ""Slow Hands"" tonight and the crowd singing along.",WangoTango,Slow Hands::*3*4*||,0,1823,kamryn_307
2784,['miley'],Miley backstage at,WangoTango,,0,1824,lipsoflauren
2785,[],I just noticed that @Zedd is in the  and @LiamPayne is also there ...,WangoTango,,0,1825,StrongforShawn_
2786,"['surprise', 'payne']","Do you have a little surprise, Payne?",WangoTango,Payne::*6*||,1,1825,StrongforShawn_
2787,[],👀👀👀👀,WangoTango,,2,1825,StrongforShawn_
2788,"['miley', 'jolene', 'jolene']",Miley was seen rehearsing Jolene earlier so we can confirm she will be singing Jolene-,WangoTango,Jolene::*4*||Jolene::*14*||,0,1826,macaronileoni
2789,[],I'M SO HERE FOR THIS!!!,nan,nan,0,1827,lou18harry
2790,"['camila', 'snapchat']",RT @CCabelloNews: Camila with @tanyarad on @1027KIISFM's Snapchat story,wangotango,Camila::*2*||Snapchat::*7*||,0,1828,CamilaDailyMX
2791,[],THE INTRO,nan,nan,0,1829,inkfreeskin
2792,[],"Wait, y'all stan this?",nan,,0,1830,shadesofteddy
2793,['love'],Love you @HaileeSteinfeld!!!,WangoTango,,0,1831,Mendes_franta
2794,['see'],Can't wait to see you perform later at,WangoTango,,1,1831,Mendes_franta
2795,[],This is everything!,WangoTango,,0,1832,Rosi_FD
2796,[],&lt;3 &lt;3,WangoTango,,1,1832,Rosi_FD
2797,"['getting', 'ready']",Gang's all here getting ready to broadcast these artist interviews for you!,WangoTango,,0,1833,captain_smores
2798,['force'],in full force,WangoTango,,1,1833,captain_smores
2799,"['bsb', 'm5']",Is BSB's set going to be just as long as M5's?,WangoTango,BSB's::*1*||M5's::*10*||,0,1834,devonkosa
2800,['camila'],Camila no backstage do,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",,0,1835,5hot5_4ever
2801,['niall'],Niall no,WangoTango,,0,1836,dobrevbrieen
2802,[],This girl is flawless,WangoTango,,0,1837,javierlorenzo75
2803,['liam'],Liam!,WangoTango,nan,0,1838,xXTwinFlamesXx
2804,['voice'],@NiallOfficial @1027KIISFM @iHeartRadio you do know I lost my voice there by screaming loud at  but damn it was good,WangoTango,,0,1839,__princessxella
2805,"['adam', 'love']",Wowwww adam woww @adamlevine I love youuu por siempreeeee !,WangoTango,,0,1840,NicolleCure93
2806,[],Top 5:,"UFC211, WangoTango",nan,0,1841,Trends5UK
2807,[],1:,"UFC211, WangoTango",nan,1,1841,Trends5UK
2808,['2 woodley'],2: Woodley +9,"UFC211, WangoTango",2 Woodley::*0*1*||,2,1841,Trends5UK
2809,[],3:,"UFC211, WangoTango",nan,3,1841,Trends5UK
2810,[],4: Kate Bush,"UFC211, WangoTango",nan,4,1841,Trends5UK
2811,[],5: Leeds Bradford Airport,"UFC211, WangoTango",nan,5,1841,Trends5UK
2812,"['adam', 'new']","Adam Levine's New Girlfriend ,,,","adamlevine, cutetoddler, WangoTango, UFC211",nan,0,1842,bernade88851079
2813,[],Queen 👑,nan,,0,1843,Niall_OneDGT
2814,['zayn'],Another throwback to when Zayn did THAT at .,WangoTango,Zayn::*4*||,0,1844,cruelfan1
2815,[],"The start of an amazing, record-breaking career!",WangoTango,,1,1844,cruelfan1
2816,"['yeezy yeezy', 'max']",Yeezy Yeezy what's good it's ya boi Max b,WangoTango,Yeezy Yeezy::*0*1*||Max::*7*||,0,1845,SirLoinSerrano
2817,"['liam', 'niall', 'liam', 'niall', 'niall', 'niall', 'liam', 'niall', 'liam', 'niall', 'liam', 'niall', 'liam', 'niall', 'liam', 'niall', 'liam']",LIAM AND NIALL LIAM AND NIALL @LIAMPAYNE @NIALLOFFICIAL NIALL  NIALL LIAM NIALL LIAM NIALL LIAM NIALL LIAM NIALL LIAM NIALL LIAM,WANGOTANGO,nan,0,1846,liamschocochips
2818,"['liam', 'zedd']",IF LIAM PERFORMS WITH ZEDD,WangoTango,nan,0,1847,devonkosa
2819,['see'],The beautiful @noahcyrus 😍can't wait to see you on our  main stage!,WangoTango,,0,1848,captain_smores
2820,"['camila', 'snapchat']",Camila no Snapchat da @1027KIISFM,WangoTango,Snapchat::*2*||,0,1849,5Hdestinylove
2821,['niall'],Niall is so fast deleting his tweet.,WangoTango,,0,1850,eriLS96
2822,[],"Funny Puppy Drinking Milk and Falling in It ,,,","funnypuppy, adorablepuppy, WangoTango, UFC211",,0,1851,gordonh76599702
2823,['love'],fuck me i love her,nan,nan,0,1852,hfkbeth
2824,"['camila', 'carpet']",Camila on 's yellow carpet.,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",,0,1853,garciacabello2
2825,"['102.7 kiis fm', 'watch', 'eyes closed']","Live from 102.7 KIIS FM's , watch @halsey perform ""Eyes Closed"" off her sophomore album ""hopeless founta…",WangoTango,102.7 KIIS FM's::*2*3*4*||Eyes Closed::*8*9*||,0,1854,thrillsbailey
2826,['camila'],Camila on stage at,WangoTango,,0,1855,SELTONROLLINS
2827,[],"Lovely Owls ,,,","Funnyanimal, funnyowl, WangoTango, UFC211",nan,0,1856,lucasbaker7371
2828,"['niall', 'town']",Niall hoy cantando 'This Town' en,WangoTango,This Town::*3*4*||,0,1857,addictederick
2829,[],Power tweet guys!,ALDUBMaineEventDFP30,,0,1858,RachelDWhitesi2
2830,['cute miley'],Cute Miley fanpics backstage!,WangoTango,Cute Miley::*0*1*||,0,1859,DianaMailen2
2831,['niall'],", Niall  【FR:37.7t/m】",WangoTango,nan,0,1860,trend_words_en
2832,[],legend only,WangoTango,nan,0,1861,ilysmccabello
2833,"['niall', 'best']",@WorldNotes1D Did Niall have the best performance of the night?,nan,Niall::*2*||,0,1862,PopPoIls
2834,[],She's here she's here!,WangoTango,,0,1863,captain_smores
2835,"['ready', 'see']",Who's ready to see @imjmichaels tonight?,WangoTango,,1,1863,captain_smores
2836,['look'],LOOK AT HER ☹️,nan,nan,0,1864,alessiaskiwi
2837,['crazy'],"Crazy Raccoon Gosha Loves Washing Everything ,,,","raccoon, raccoonwashing, WangoTango, UFC211",nan,0,1865,sebastianmack14
2838,['best'],@TeamMileyyLA Best performance?,nan,Best::*1*||,0,1866,PopPoIls
2839,['new'],New music from @NiallOfficial 🙌🏼🙌🏼🙌🏼,WangoTango,,0,1867,LuckyDeviani
2840,[],WHAAAAAAATTTTTTT,nan,nan,0,1868,shiningstar324
2841,"['new', 'single']",Loving @noahcyrus at  with her new single,"WangoTango, StayTogether",,0,1869,captain_smores
2842,[],on stage now,"maroon5, WangoTango",nan,0,1870,MVanterpool
2843,"['niall', 'san diego']","@NiallOfficial @LiamPayne Niall no backstage do , em San Diego.",WangoTango,Niall::*2*||San Diego::*7*8*||,0,1871,Team1D_Family
2844,[],(13/05),WangoTango,,1,1871,Team1D_Family
2845,[],"What can I say, it's complicated  @Camila_Cabello @machinegunkelly",wangotango,,0,1872,nathalia9901
2846,"['firework', 'watch']",BABY YOU'RE A FIREWORK 🎇🎇🎇 @katyperry  Watch live:,WangoTango,FIREWORK::*3*||Watch::*6*||,0,1873,slayprismatic
2847,['right'],this ain't right he's supposed to be up there with him,nan,nan,0,1874,littIman
2848,['camila'],Camila on the  yellow carpet.,WangoTango,,0,1875,francy_lolo
2849,[],Katy baby no what is you doing???!!,nan,,0,1876,casschrysler
2850,[],😷 my ears,nan,,1,1876,casschrysler
2851,['back'],.@aaroncarter is back 🙌🏼🙌🏼🙌🏼,WangoTango,nan,0,1877,NJHLove93
2852,['look'],Look whose dressing rooms we found 🤗,WangoTango,,0,1878,gabii97_leal
2853,['camila'],Camila blowing kisses on the  yellow carpet 😘 | @iHeartRadio,WangoTango,,0,1879,Mitzi_Quiroz
2854,"['instagram', 'one']",@SofiaCarson via @favecelebz instagram stories at   How can one person be so perfect?,WangoTango,,0,1880,SofiaCarson_JLS
2855,[],She is stunning.,WangoTango,,1,1880,SofiaCarson_JLS
2856,['love'],Love her,WangoTango,,2,1880,SofiaCarson_JLS
2857,[],@1027KIISFM,WangoTango,,3,1880,SofiaCarson_JLS
2858,"['hailee steinfeld', '102.7 kiis fm']",Hailee Steinfeld performs onstage during 102.7 KIIS FM's 2017  on May 13 in California.,WangoTango,Hailee Steinfeld::*0*1*||,0,1881,SummerBowden4
2859,[],.@sofiacarson looking gorgeous at  today! ❤️,WangoTango,nan,0,1882,danniel_mtz98
2860,['niall'],Niall en el  😍😍,WangoTango,,0,1883,we_ndoly
2861,"['hailee steinfeld', 'machine gun kelly', '102.7 kiis fm']",Hailee Steinfeld and Machine Gun Kelly perform onstage during 102.7 KIIS FM's 2017  on May 13 in Califor…,WangoTango,Hailee Steinfeld::*0*1*||Machine Gun Kelly::*3*4*5*||,0,1884,RizelleAubrey
2862,"['next', 'village']",@aaroncarter is up next at our  Village.,WangoTango,Village::*6*||,0,1885,NJHLove93
2863,['liam'],LIAM EN  . -CT♡,WANGOTANGO,nan,0,1886,NEIDA_1D200
2864,[],AWWW!,WangoTango,nan,0,1887,buterabelxo
2865,[],@MileyCyrus &amp; @noahcyrus surprised their mom with a birthday cake at !,WangoTango,,1,1887,buterabelxo
2866,['camila'],Camila's M&amp;G on,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",,0,1888,garciacabello2
2867,[],Today is  She's going to make another incredible performance!,"WangoTango, PREMIOSMTVMIAW",,0,1889,TifanyBelleth
2868,['go'],Go @Camila_Cabello FLACA,"WangoTango, PREMIOSMTVMIAW",,1,1889,TifanyBelleth
2869,"['niall', 'performing', '102.7 kiis fm']","Niall performing at 102.7 KIIS FM’s 2017  •May 13th, 2017!",WangoTango,102.7 KIIS FM::*3*4*5*||,0,1890,LouisTommo1DUK
2870,[],/isa,WangoTango,,1,1890,LouisTommo1DUK
2871,[],©  courtneyjbarry,WangoTango,,2,1890,LouisTommo1DUK
2872,[],Sparkle Queens!,wangotango,nan,0,1891,PumpRulesPod
2873,[],@musickillskate @stassi,wangotango,,1,1891,PumpRulesPod
2874,[],・・・,wangotango,,2,1891,PumpRulesPod
2875,[],Hanging out with our wang out.,wangotango,,3,1891,PumpRulesPod
2876,[],"Brb, @LiamPayne is at !!",WangoTango,,0,1892,touchinghalsey
2877,[],@NiallOfficial had all of  swooning over  &amp; more!,"WangoTango, SlowHands, proud",,0,1893,Selxna1D
2878,"['love', 'maroon 5']",I LOVE MAROON 5 ,WangoTango,nan,0,1894,Gaby_991
2879,"['hailee steinfeld', 'instagram story']",Hailee Steinfeld no Instagram Story da @Sisanie.,WangoTango,Hailee Steinfeld::*0*1*||Instagram Story::*3*4*||,0,1895,SummerBowden4
2880,['2015 outfit'],2015 Outfit iconico,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",2015 Outfit::*0*1*||,0,1896,garciacabello2
2881,['camila'],Camila tonight via @901Music.,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",,0,1897,garciacabello2
2882,['niam'],My poor Niam heart,WangoTango,Niam::*2*||,0,1898,simplizziety
2883,['see'],excited for  tonight!!! see all of your beautiful faces there,WangoTango,nan,0,1899,louismyilusion
2884,"['niall', 'on the loose']",Niall cantando 'On the Loose' esta tarde en el !,WangoTango,Loose::*4*||,0,1900,janettaguillon
2885,[],@HaileeSteinfeld looked SO gorgeous up on our  stage!,WangoTango,,0,1901,RosseJ_MY
2886,['red'],I WANT THAT RED VELVET I WANT THAT SUGAR SWEET,"WangoTango, M5OnWangoTango",nan,0,1902,queenbiass
2887,['surprise'],SURPRISE.,WangoTango,nan,0,1903,ajengfbrhm
2888,['liam payne'],Liam Payne just showed up on the  yellow carpet 🔥 | @iHeartRadio,WangoTango,Liam Payne::*0*1*||,1,1903,ajengfbrhm
2889,[],This is,WangoTango,,0,1904,grandefthaIsey
2890,"['liam payne', 'carson', 'wango tango']","Liam Payne, Sofia Carson and Jordan Fisher Attend Wango Tango!",WangoTango,,0,1905,srfHOPE2413
2891,['proud'],So proud of this girl👏👏👏luv u so much,nan,,0,1906,zel_alcazar
2892,[],⒉ Woodley,"UFC211, WangoTango, trndnl",nan,0,1907,trendinaliaGB
2893,['bush'],⒋ Kate Bush,"UFC211, WangoTango, trndnl",nan,1,1907,trendinaliaGB
2894,[],⒌ Leeds Bradford Airport,"UFC211, WangoTango, trndnl",nan,2,1907,trendinaliaGB
2895,[],2017/5/14 04:53 BST,"UFC211, WangoTango, trndnl",nan,3,1907,trendinaliaGB
2896,['hq alessia'],HQ: Alessia backstage at  today,WangoTango,HQ Alessia::*0*1*||,0,1908,outlawsharmony
2897,['liam'],📸 | Liam at  tonight -5,WangoTango,Liam::*2*||,0,1909,xElaPayneX
2898,[],"Slay, @HaileeSteinfeld!",WangoTango,,0,1910,onedire79089870
2899,"['camila', 'carpet', 'hq']",Camila no yellow carpet do  (HQ),WangoTango,HQ::*5*||,0,1911,teenwolflovato
2900,"['photos of katy', 'carpet']",Photos of Katy walking the  carpet (via @katyspics),WangoTango,Photos of Katy::*0*1*2*||,0,1912,heartedkaty
2901,"['hailee steinfeld', 'starving']","Hailee Steinfeld cantando ""Starving"" no  - 13 de maio.",WangoTango,Hailee Steinfeld::*0*1*||Starving::*3*||,0,1913,SummerBowden4
2902,['camila'],Camila on the yellow carpet at,WangoTango,,0,1914,Harmo__Army
2903,['watch'],@aaroncarter hanging out at  Watch at,WangoTango,Watch::*4*||,0,1915,jbeliebaa
2904,['get'],get this mess off my timeline,nan,nan,0,1916,nialItheking
