,2nd Iteration Candidates,TweetSentence,annotation,completeness,current_minus_entry,entry_batch,hashtags,index,phase1Candidates,sentID,tweetID,user
14,[],ON,[],True,0.0,9,"TrumpRussia, CARTER, KUSHNER",,nan,1,453,jennah_justen
15,[],&amp;,[],True,0.0,9,"TrumpRussia, CARTER, KUSHNER",,,2,453,jennah_justen
16,[],@LouiseMensch You are just unreal.,['carter page'],True,0.0,9,nan,,,0,454,donpertha
17,['carter page.y'],the mainstream isjust catching up with what you  posted almost amonth ago about Carter Page.Y A unreal,[],True,0.0,9,nan,,Carter Page.Y::*13*14*||,1,454,donpertha
18,"['fbi', 'fisa warrant', 'trump', 'carter page']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page,"['fbi', 'fisa', 'trump', 'carter page']",True,0.0,9,TrumpRussiaCoverUp,,FISA::*2*||Trump::*7*||Carter Page::*9*10*||,0,455,titabatz
19,[],Drip drip...,[],True,0.0,9,TrumpRussiaCoverUp,,,1,455,titabatz
20,"['don', 'carter page', 'stupid']","As much as I want  to be true, I'm beginning to think Don the Con, Carter Page and  are TOO stupid to pull off collusion","['don', 'carter page']",True,0.0,9,"TrumpRussia, spicey",,Don the Con::*12*13*14*||Carter Page::*15*16*||,0,456,StalkingJ
22,"['fbi', 'trump', 'russian', 'fisa']","FBI: former Trump adviser 'an agent of the Russian government',  obtained FISA","['fbi', 'trump', 'russian', 'russian government', 'fisa']",True,0.0,9,nan,,Trump::*2*||Russian::*8*||FISA::*11*||,0,458,Ariuszme
23,['carter page'],warrant LAST SUMMER on Carter Page,['carter page'],True,0.0,9,nan,,LAST SUMMER on Carter Page::*1*2*3*4*5*||,1,458,Ariuszme
24,[],Truth starting to be told.,[],True,0.0,9,nan,,,0,459,ronaldayo78
25,[],Keep going.,[],True,0.0,9,nan,,,1,459,ronaldayo78
26,['carter page'],"Nnnnnnno, Carter Page, I don't think so.",['carter page'],True,0.0,9,nan,,Carter Page::*1*2*||,0,460,jeffgreco
27,[],LOST IT,['nan'],True,0.0,9,nan,,nan,0,461,girlinseattle
28,"['carter page', 'fisa warrant']","""Carter Page"" FISA WARRANT... handy dandy spying apparatus.","['carter page', 'fisa']",True,0.0,9,"susanrice, obamagate, politicalEspionage",,Carter Page::*0*1*||FISA WARRANT::*2*3*||,0,462,Terra_Nulius
29,"['carter page', 'right']",Carter Page has the greatest odds of being tragically crushed beneath a piano at the bottom of a stairwell than anyone in earth right now,['carter page'],True,0.0,9,nan,,Carter Page::*0*1*||,0,463,KT_So_It_Goes
30,[],"LMAO, yes, this is a very good story for you.",[],True,0.0,9,nan,,,0,464,IrisRimon
31,[],LMAOOOO.,[],True,0.0,9,nan,,nan,1,464,IrisRimon
32,"['carter page', 'fbi', 'fisa warrant', 'trump']",Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser  by  via @c0nvey,"['carter page', 'fbi', 'fisa']",True,0.0,9,FoxNews,,Carter Page::*0*1*||FBI::*2*||FISA::*5*||,0,465,Dmezzadri
33,"['report', 'fisa court', 'fbi', ""o'reilly"", 'americans', 'stupid', 'obama ck']","Report: FISA court approved FBI's request to @MaliaZimmerman, @Bill O'Reilly, Americans are not Stupid, The Obama CK","['fisa', 'fbi', 'americans', 'obama', 'obama ck']",True,0.0,9,nan,,FISA::*1*||FBI's::*4*||O'Reilly::*9*||Americans::*10*||Stupid::*13*||Obama CK::*15*16*||,0,466,MorvantCheryl
34,"['va', 'mcdonald', 'mike vick']",This is slow and dumb they are guilty..VA did better with McDonald and Mike Vick come on people finish finish,[],True,0.0,9,nan,,VA::*8*||McDonald::*12*||Mike Vick::*14*15*||,0,467,Pootie20
35,"['fbi', 'fisa warrant', 'trump', 'carter page']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The...  by  via @c0nvey,"['fbi', 'fisa', 'trump', 'carter page']",True,0.0,9,christinelu,,FISA::*2*||Trump::*7*||Carter Page::*9*10*||,0,468,kvashee
36,['warrant on carter page'],RT @tedlieu: Warrant on Carter Page shows we no longer have smoke.,['carter page'],True,0.0,9,nan,,Warrant on Carter Page::*2*3*4*5*||,0,469,ghostdansing
37,[],We have extreme heat.,[],True,0.0,9,nan,,,1,469,ghostdansing
38,['acting atty general'],Acting Atty General ...,['acting atty general'],True,0.0,9,nan,,nan,2,469,ghostdansing
39,"['fun fact', 'fbi', 'trump', 'russia']",FUN FACT: The FBI had a warrant on Trump's Foreign Policy Advisor believing he was acting as an agent of Russia,"['fbi', 'trump', 'foreign policy advisor', 'russia']",True,0.0,9,nan,,FUN FACT::*0*1*||FBI::*3*||Trump's Foreign Policy Advisor::*8*9*10*11*||Russia::*20*||,0,470,TheDragoEffect
40,"['fisa warrant', 'carter page']",FISA Warrant on Carter Page.,"['fisa', 'carter page']",True,0.0,9,TRUMPRUSSIA,,nan,0,471,TruthOuter
41,[],HIT !,[],True,0.0,9,TRUMPRUSSIA,,,1,471,TruthOuter
42,[],@MajorCBS @jonkarl @kwelkernbc @margbrennan @devindwyer @HallieJackson @jeffzeleny @kellyO,[],True,0.0,9,TRUMPRUSSIA,,,2,471,TruthOuter
43,"['washington post', 'fbi', 'trump', 'carter page', 'page', 'russian']","The ""Washington Post"" says the FBI got a warrant to surveil former Trump campaign adviser Carter Page over Page's purported Russian ties.","['washington post', 'fbi', 'trump', 'carter page', 'page', 'russian']",True,0.0,9,nan,,Washington Post::*1*2*||FBI::*5*||Trump::*12*||Carter Page::*15*16*||Page's::*18*||Russian::*20*||,0,472,24_7_News
44,"['fbi', 'fisa warrant', 'trumps', 'carter page']",FBI granted a FISA warrant on trumps campaign adviser Carter Page.,"['fbi', 'fisa', 'trumps', 'carter page']",True,0.0,9,nan,,FISA::*3*||Carter Page::*9*10*||,0,473,MargaretJay7
45,"['fbi', 'us', 'hillary', 'treason']",FBI told us plenty about Hillary's computer but nothing about treason.,"['fbi', 'hillary']",True,0.0,9,nan,,Hillary's::*5*||,1,473,MargaretJay7
46,[],@PaxHart @jasoncamp2013 Wow!,[],True,0.0,9,nan,,,0,474,SharinStone
47,"['doj', 'fisa warrant', 'carter page']",DOJ granted FISA warrant on Carter Page.,"['doj', 'fisa', 'carter page']",True,0.0,9,nan,,FISA::*2*||Carter Page::*5*6*||,1,474,SharinStone
48,[],Collusion case tightening.,[],True,0.0,9,nan,,,2,474,SharinStone
49,"['evidence', 'fbi', 'russia', 'trump']",The secret warrant is first evidence that FBI was investigating Russia-Trump team connection during the campaign.,"['fbi', 'russia', 'trump']",True,0.0,9,nan,,FBI::*7*||Russia-Trump::*10*||,0,475,CraigMWhitlock
50,"['carter page', 'moscow', 'lynch']",The Lame Excuse For Spying On Carter Page Was He Worked In Moscow For Merrill Lynch A DECADE AGO.,"['carter page', 'moscow', 'merrill lynch']",True,0.0,9,MAGA,,nan,0,476,MediaJuggernaut
51,['obama'],How Many Obama Cronies Will Jailed≡ƒñö,['obama'],True,0.0,9,MAGA,,nan,1,476,MediaJuggernaut
52,"['boom', 'trump', 'russian']","Actually @carney the ""Boom"" is that Trump acolytes are confirmed to have been Russian dupes or agents.","['trump', 'russian']",True,0.0,9,nan,,Boom::*3*||Trump::*6*||Russian::*13*||,0,477,JimAloisi
53,"['breitbart', 'boom']","A predictable Breitbart fake ""Boom"".",['breitbart'],True,0.0,9,nan,,Breitbart::*2*||Boom::*4*||,1,477,JimAloisi
54,['sessions page'],I assume you are making this Sessions Page connection too.,"['sessions', 'page']",True,0.0,9,nan,,Sessions Page::*6*7*||,0,478,MontyBoa99
55,[],@FBIWFO @FBI,[],True,0.0,9,nan,,,1,478,MontyBoa99
56,['looks'],"Looks like we're starting to get somewhere, now.",[],True,0.0,9,TrumpRussia,,,0,479,Pietro5266
57,[],Weird,[],True,0.0,9,nan,,nan,0,480,chepi141
58,"['probable', 'page']","Let's get the focus back:  "" probable cause to believe Page was acting as an agent of a foreign power""",['page'],True,0.0,9,nan,,Page::*10*||,0,481,JamesMS24
59,"['keitholbermann', 'news of fisa warrant', 'carter page', 'flynn']","ProudlyLiberal2: KeithOlbermann: News of FISA Warrant against Carter Page, continuing silence on Flynn, fits infer","['fisa', 'carter page', 'flynn']",True,0.0,9,nan,,KeithOlbermann::*1*||News of FISA Warrant::*2*3*4*5*||Carter Page::*7*8*||Flynn::*12*||,0,482,RageOfAFeminist
60,"['traitor trump', 'russia']",Keep investigating TRAITOR TRUMP ties to Russia,"['trump', 'russia']",True,0.0,9,nan,,TRAITOR TRUMP::*2*3*||Russia::*6*||,0,483,margab18
61,"['fisa warrant', 'us']",FISA warrant on US citizen isn't easy to get.,"['fisa', 'us']",True,0.0,9,TrumpRussia,,US::*3*||,0,484,BCunningham215
62,"['lot', 'evidence', 'carter page', 'ic']","There's a lot more evidence on Carter Page, of  collusion, than IC is letting on.","['carter page', 'ic']",True,0.0,9,TrumpRussia,,Carter Page::*6*7*||IC::*11*||,1,484,BCunningham215
63,[],Panic makes mistakes.,[],True,0.0,9,nan,,,0,485,dane_hedquist
64,['donald'],For example Donald is the product of an artificial panic.,['donald'],True,0.0,9,nan,,Donald::*2*||,1,485,dane_hedquist
65,"['carter page', 'spaniard', 'trumps']",Carter Page and the Spaniard hacker have the Trumps on fire.,"['carter page', 'spaniard', 'trumps']",True,0.0,9,nan,,Carter Page::*0*1*||Spaniard::*4*||Trumps::*8*||,2,485,dane_hedquist
66,['wonder'],Wonder who  will drop missiles on to distract from today's growing list of cluster fucks!,[],True,0.0,9,"DontheCon, SeanSpicer",,,0,486,VassMoe
67,[],@PressSec tomorrow:,[],True,0.0,9,nan,,,0,487,Jakeweindling
68,['carter page'],"""Who the hell is Carter Page?",[],True,0.0,9,nan,,Carter Page::*4*5*||,1,487,Jakeweindling
69,['hitler'],"Let's talk more about Hitler.""",['carter page'],True,0.0,9,nan,,Hitler::*4*||,2,487,Jakeweindling
70,"['dump', 'carter page', 'trump']",@Millennial_Dems Dump asses carter page was not on trump trans team.,"['carter page', 'trump']",True,0.0,9,nan,,Dump::*1*||,0,488,alexb2877
71,[],I call BS,[],True,0.0,9,nan,,,1,488,alexb2877
72,"['carter page', 'hilary', 'obama', 'clinton']","trumpanzees responses to Carter Page: something about Hilary, something about Obama, blah blah fake news, blah blah Clinton, uranium","['trumpanzees', 'carter page', 'hilary', 'obama', 'clinton', 'uranium']",True,0.0,9,nan,,Carter Page::*3*4*||Hilary::*7*||Obama::*10*||Clinton::*17*||,0,489,stbridget77
73,[],Hey @realDonaldTrump,[],True,0.0,9,"trumpRussia, RussiaGate",,,0,490,TxFlyer62
74,[],Nothing clever to say?,[],True,0.0,9,"trumpRussia, RussiaGate",,,1,490,TxFlyer62
75,[],WELL?,[],True,0.0,9,"trumpRussia, RussiaGate",,nan,2,490,TxFlyer62
76,[],WE'RE WAITING!!,[],True,0.0,9,"trumpRussia, RussiaGate",,nan,3,490,TxFlyer62
77,"['carter page', 'phd']","@RichardGrenell ""Carter Page, PhD...""",['carter page'],True,0.0,9,nan,,Carter Page::*1*2*||PhD::*3*||,0,491,aqualad08
78,"['fisa warrant', 'trump', 'carter page']",@FBI obtained FISA warrant to monitor former Trump adviser Carter Page,"['fisa', 'trump', 'carter page']",True,0.0,9,"TrumpRussia, ImpeachTrump",,FISA::*2*||Trump::*7*||Carter Page::*9*10*||,0,492,echoplex1999
79,"['spicer', 'holocaust centers', 'carter page', 'mlk jr', 'kellyanne']","Spicer creating ""Holocaust Centers"" &amp; Carter Page making a comparison to MLK Jr.  On standby for Kellyanne to complete today's trifecta.","['spicer', 'holocaust centers', 'carter page', 'mlk jr']",True,0.0,9,nan,,Holocaust Centers::*2*3*||Carter Page::*5*6*||MLK Jr::*11*12*||Kellyanne::*16*||,0,493,sharksfansd
80,"['carter page', 'fbi', 'fisa warrant', 'trump', 'hpn']",Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser shared on HPN:,"['carter page', 'fbi', 'fisa', 'hpn']",True,0.0,9,nan,,Carter Page::*0*1*||FBI::*2*||FISA::*5*||HPN::*13*||,0,494,highprioritynew
81,"['fisa warrant', 'carter page', 'trump']",A second 90-day renewal of the FISA warrant on Carter Page means it was granted post-election and still valid after Trump's inauguration.,"['fisa', 'carter page', 'trump']",True,0.0,9,nan,,90-day::*2*||FISA::*6*||Carter Page::*9*10*||Trump's::*20*||,0,495,resisterhood
82,"['carter page', 'paul manafort', 'russia']","It is uncomfortable watching  ""Carter Page"" or Paul Manafort interviews discussing Russia.","['carter page', 'paul manafort', 'russia']",True,0.0,9,nan,,Carter Page::*4*5*||Paul Manafort::*7*8*||Russia::*11*||,0,496,TaniaBaller
83,[],They deny &amp; deny but the guilt is palpable.,[],True,0.0,9,nan,,,1,496,TaniaBaller
84,"['fbi', 'obama']",The FBI (under Obama) was granted,"['fbi', 'obama']",True,0.0,9,"MillennialTalk, Hardball, MAGA",,FBI::*1*||Obama::*3*||,0,497,AmeriCanisLupus
85,"['fisa warrant', 'djt']",a FISA warrant to investigate a DJT,"['fisa', 'djt']",True,0.0,9,"MillennialTalk, Hardball, MAGA",,FISA::*1*||DJT::*6*||,1,497,AmeriCanisLupus
86,['carter page'],"aide, Carter Page.",['carter page'],True,0.0,9,"MillennialTalk, Hardball, MAGA",,Carter Page::*1*2*||,2,497,AmeriCanisLupus
87,"['trump', 'right']",Trump right again.,['trump'],True,0.0,9,"MillennialTalk, Hardball, MAGA",,,3,497,AmeriCanisLupus
88,"['syria', 'chechnya', 'carter page', 'united', 'spicer', 'san bernardino']",@BlayneWeaver Are you referring to Syria or Chechnya or Carter Page or United or Spicer or San Bernardino or *curls into fetal position*,"['syria', 'chechnya', 'carter page', 'united', 'spicer', 'san bernardino']",True,0.0,9,nan,,Syria::*5*||Chechnya::*7*||Carter Page::*9*10*||United::*12*||Spicer::*14*||San Bernardino::*16*17*||,0,498,RedRedRobyn
89,[],might want to reconsider who you're in leagues with these days...,['nan'],True,0.0,9,akleg,,nan,0,499,robcacy
0,"['sean spicer', 'carter page', 'russian agent']","Media: ""SEAN SPICER IS AN ANTI SEMITE HOLOCAUST DENIER AND CARTER PAGE IS A RUSSIAN AGENT!!!""","['sean spicer', 'holocaust denier', 'carter page', 'russian', 'russian agent']",True,4.0,6,reeee,,nan,1,331,atkhelo
5,['sean spicer'],Sean Spicer/Holocaust,"['sean spicer', 'holocaust']",True,2.0,8,KS04,,nan,0,405,SuchPolitics
9,[],Don't get distracted.,[],True,0.0,10,RussiaGate,,,0,500,rdanielkelemen
10,[],This is THE story to follow.,[],True,0.0,10,RussiaGate,,,1,500,rdanielkelemen
11,"['fbi', 'fisa warrant', 'trump', 'carter page', 'washington post']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post,"['fbi', 'fisa', 'trump', 'carter page', 'washington post']",True,0.0,10,nan,,FISA::*2*||Trump::*7*||Carter Page::*9*10*||Washington Post::*13*14*||,0,501,ValdisKrebs
12,['carter page'],"@MaxineWaters Carter Page..... nervous as a cat, probably already squealing!!!!",['carter page'],True,0.0,10,nan,,Carter Page::*1*2*||,0,502,scbusy
13,"['fbi', 'fisa warrant', 'trump', 'carter page', 'trump', 'power corrupts']","FBI obtained FISA warrant to monitor former Trump adviser Carter Page, because like Trump himself - Power Corrupts?","['fbi', 'fisa', 'trump', 'carter page', 'trump']",True,0.0,10,nan,,FISA::*2*||Trump::*7*||Carter Page::*9*10*||Trump::*13*||Power Corrupts::*16*17*||,0,503,cfirmleader
14,[],PROTEST NOW NOT MY PRES,[],True,0.0,10,nan,,nan,1,503,cfirmleader
15,"['carter page', 'hold']","Re  Carter Page: Please Do Hold Your    Breath, K?",['carter page'],True,0.0,10,"TrumpRussia, UniteBlue, TheResistance, Maddow",,nan,0,504,JohnLaraway
16,['get help'],And Get Help  : -),[],True,0.0,10,"TrumpRussia, UniteBlue, TheResistance, Maddow",,Get Help::*1*2*||,1,504,JohnLaraway
17,"['carter page', 'russia', 'obama admin']",@OcAugust @washingtonpost @Circa Carter Page was approached by Russia but told them to kiss off and Obama admin used that to smear him,"['carter page', 'russia', 'obama']",True,0.0,10,nan,,Carter Page::*3*4*||Russia::*8*||Obama::*16*||,0,505,bloggerben
18,[],LMAO.,[],True,0.0,10,nan,,nan,0,506,MDemaske
19,[],Oh man.,[],True,0.0,10,nan,,,1,506,MDemaske
20,[],Should someone tell him?,[],True,0.0,10,nan,,,2,506,MDemaske
21,['fisa warrant'],It is not easy to get a FISA warrant so this is serious.,['fisa'],True,0.0,10,nan,,FISA::*7*||,0,507,KenTHEdefender
22,[],have nothing to hide.,[],True,0.0,10,nan,,,0,508,AllThingsHLS
23,[],Said every suspected spy prior to indictment.,[],True,0.0,10,nan,,,1,508,AllThingsHLS
24,"['fbi', 'fisa warrant', 'trump', 'carter page', 'washington post']",Had to be done: FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post,"['fbi', 'fisa', 'trump', 'carter page', 'washington post']",True,0.0,10,nan,,FBI::*4*||FISA::*6*||Trump::*11*||Carter Page::*13*14*||Washington Post::*17*18*||,0,509,auralind
25,"['fbi', 'fisa warrant', 'trump', 'carter page']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page  /via... by  via @c0nvey,"['fbi', 'fisa', 'trump', 'carter page']",True,0.0,10,Alyssa_Milano,,FISA::*2*||Trump::*7*||Carter Page::*9*10*||,0,510,emperadordragon
26,[],Will this be the flip needed to end this fiasco.,[],True,0.0,10,nan,,,0,511,Nitemists
27,[],"""See?!",[],True,0.0,10,nan,,,0,512,DoghouseDano
29,"['carter page', 'trump']","And Carter Page was never a Trump advisor anyway!""","['carter page', 'trump']",True,0.0,10,nan,,Carter Page::*1*2*||Trump::*6*||,2,512,DoghouseDano
30,['god'],", for the love of God,",[],True,0.0,10,"trumprussia, trumprussia, trumprussia",,God::*5*||,0,513,ZellaQuixote
31,"['probable', 'page', 'russia']","""there was probable cause to believe Page was acting as an agent of a foreign power, in this case Russia","['page', 'russia']",True,0.0,10,nan,,Page::*6*||Russia::*19*||,0,514,ManikRathee
32,"['fbi', 'fisa court', 'trump', 'carter page', 'report']",FBI had FISA court order to monitor Trump adviser Carter Page: Report:,"['fbi', 'fisa', 'trump', 'carter page']",True,0.0,10,nan,,FISA::*2*||Trump::*7*||Carter Page::*9*10*||Report::*11*||,0,515,WashTimes
33,"['fbi', 'fisa warrant', 'trump', 'fox news']",FBI reportedly obtained FISA warrant to monitor ex-Trump adviser | Fox News,"['fbi', 'fisa', 'fox news']",True,0.0,10,nan,,FISA::*3*||Fox News::*10*11*||,0,516,GeneMcVay
34,['fisa warrant'],"Important context: it is very, very difficult to obtain a FISA warrant.",['fisa'],True,0.0,10,nan,,FISA::*10*||,0,517,JettGoldsmith
36,[],"You know, like a liar does.",[],True,0.0,10,nan,,,1,518,wdrewcurtis
37,['trump'],Friendly reminder that Trump mentioned  by name for his foreign policy team.,['trump'],True,0.0,10,CarterPage,,Trump::*3*||,0,519,ManikRathee
38,"['russia', 'trump', 'trump', 'stupid']","Essentially, Russia infiltrated trump's campaign and either trump was complicit or stupid","['russia', 'trump', 'trump']",True,0.0,10,nan,,Russia::*1*||,0,520,KnowYourObama
39,"['prince kushner', 'syria', 'fisa']",So....distract from Prince Kushner's lies on security clearance by bombing Syria &amp; from campaign adviser's FISA by starting a nuclear war?,"['prince kushner', 'syria', 'fisa']",True,0.0,10,nan,,Prince Kushner's::*3*4*||Syria::*11*||FISA::*16*||,0,521,Oooooo_Donna
40,['trump'],So now we have two Trump advisers acting as foreign agents (Flynn/Page) and a repeated pattern of shifting denials.,"['trump', 'flynn', 'page']",True,0.0,10,nan,,Trump::*5*||Flynn::*11*||Page::*12*||,0,522,thegarance
41,[],"Not only was this spying on a political opponent, it was another illegal leak.",[],True,0.0,10,"obamagate, wiretap",,,0,523,pepesgrandma
42,['fbi'],Was leaker FBI?,['fbi'],True,0.0,10,"obamagate, wiretap",,FBI::*2*||,1,523,pepesgrandma
43,"['world news', 'fbi', 'fisa warrant', 'trump', 'carter page', 'washington post', 'buy']",[World News Update] FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post  | Buy,"['fbi', 'fisa', 'trump', 'carter page', 'washington post']",True,0.0,10,nan,,World News Update] FBI::*0*1*2*3*||FISA::*5*||Trump::*10*||Carter Page::*12*13*||Washington Post::*15*16*||Buy::*18*||,0,524,NaijaNewsPapers
44,[],*Scoffs*,[],True,0.0,10,nan,,nan,0,525,JamarTodd
45,[],always a must watch,['nan'],True,0.0,10,nan,,nan,0,526,rdreynola
46,"['report', 'fisa court', 'fbi', 'obama team', 'democratic', 'rep']","Report: FISA court approved FBI's request to @whistleblowercl Please come forward on Obama Team, Democratic, Rep. to","['fisa', 'fbi', 'obama', 'democratic', 'rep']",True,0.0,10,nan,,FISA::*1*||FBI's::*4*||Obama Team::*12*13*||Democratic::*14*||Rep::*15*||,0,527,MorvantCheryl
47,"['greg leppert', 'fbi', 'fisa warrant', 'trump', 'carter page']","Greg Leppert is reading ""FBI obtained FISA warrant to monitor former Trump adviser Carter Page""","['greg leppert', 'fisa', 'fbi', 'trump', 'carter page']",True,0.0,10,nan,,Greg Leppert::*0*1*||FBI::*4*||FISA::*6*||Trump::*11*||Carter Page::*13*14*||,0,528,tmreading2
48,[],Sudden onset polonium tea syndrome is my guess.,['polonium tea syndrome'],True,0.0,10,nan,,,0,529,JesseInOH
49,['fbi'],FBI never made much effort to justify all that spying on the civil rights legend.,['fbi'],True,0.0,10,nan,,,0,530,rojasburke
50,['carter page'],Carter Page on the other hand...,['carter page'],True,0.0,10,nan,,Carter Page::*0*1*||,1,530,rojasburke
51,[],@JoyAnnReid  This is a shot over the bow of the @realDonaldTrump ship @wonderfullone @JoyAnnReid @rolandsmartin,[],True,0.0,10,nan,,,0,531,EHines44
52,"['spicer', 'carter page', 'trump', 'russia']",@GeorgeTakei And tomorrow Spicer will be grateful for Carter Page...until he realizes that it means that the Trump campaign collided with Russia!,"['spicer', 'carter page', 'trump', 'russia']",True,0.0,10,nan,,Spicer::*3*||Carter Page::*8*9*||Trump::*18*||Russia::*22*||,0,532,iamhereinmich
53,"['time', 'russian', 'think carter page']","@GuardianRover @20committee In probably the only time in my life where I'll agree with Russian spies on something, I don't think Carter Page is too bright.","['russian', 'carter page']",True,0.0,10,nan,,Russian::*14*||Carter Page::*21*22*||,0,533,A_M_Dolan
54,"['carter page', 'fbi', 'martin luther king']",Amazing: Carter Page compared FBI surveilancd of him to bureau's surveillance of Martin Luther King,"['carter page', 'fbi', 'martin luther king']",True,0.0,10,nan,,Carter Page::*1*2*||FBI::*4*||Martin Luther King::*12*13*14*||,0,534,WesleyLowery
55,"['fbi', 'fisa warrant', 'trump', 'carter page']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page  @SuryaRay,"['fbi', 'fisa', 'trump', 'carter page']",True,0.0,10,"SuryaRay, Indian, India",,FISA::*2*||Trump::*7*||Carter Page::*9*10*||,0,535,Amy____Jones
56,"['carter page', 'trump', 'fbi']","Carter Page, a Trump advisor, was cleared for surveillance last year by the FBI, per @washingtonpost","['carter page', 'trump', 'fbi']",True,0.0,10,nan,,Carter Page::*0*1*||FBI::*13*||,0,536,thesourcesfeed
57,"['4th', 'carter page']",@JohnFugelsang 4th paragraph..  Carter Page not accuses of any crimes..,['carter page'],True,0.0,10,nan,,4th::*1*||Carter Page::*3*4*||,0,537,RealBlueBets
58,['read'],I could have my 6 year old read the article to you if you need some help..,[],True,0.0,10,nan,,,1,537,RealBlueBets
59,['united'],United: We own the biggest fuck up of the day.,['united'],True,0.0,10,nan,,,0,538,BodyofBreen
60,"['sean spicer', 'hold']",Sean Spicer: Hold my schnapps.,['sean spicer'],True,0.0,10,nan,,Sean Spicer::*0*1*||Hold::*2*||,1,538,BodyofBreen
61,"['carter page', 'hold']",Carter Page: Hold my vodka.,"['carter page', 'vodka']",True,0.0,10,nan,,Carter Page::*0*1*||Hold::*2*||,2,538,BodyofBreen
62,[],@crynearson22 @tommyxtopher Yup.,[],True,0.0,10,nan,,,0,539,MarleyKD
63,"['proof', 'nunes']","This today, fake bombing questions, new proof Nunes lied, take your pick.",['nunes'],True,0.0,10,nan,,Nunes::*7*||,1,539,MarleyKD
64,['trump'],All NG for Trump.,['trump'],True,0.0,10,nan,,nan,2,539,MarleyKD
65,"['fbi', 'fisa warrant', 'trump', 'carter page', 'justice', 'fbi']","FBI obtained FISA warrant to monitor former Trump adviser Carter Page: Justice, FBI","['fbi', 'fisa', 'trump', 'carter page', 'justice', 'fbi']",True,0.0,10,fb,,FISA::*2*||Trump::*7*||Carter Page::*9*10*||Justice::*11*||FBI::*12*||,0,540,tulio1987
66,['god'],PRAISE GOD FOR THIS HUGE NEWS!!,['nan'],True,0.0,10,nan,,nan,0,541,comeonnoles
67,"['trump', 'fbi', 'clinton']","another trump-related investigation that the fbi kept secret during campaigns, while firing off baseless public accusations at clinton.","['fbi', 'clinton']",True,0.0,10,nan,,nan,0,542,JoeWaggle
68,[],*Tick-tock*tick-tock*,[],True,0.0,10,nan,,nan,0,543,HiMaui
70,"['trump', 'carter page', 'fbi', 'report']",Former Trump Adviser Carter Page Was Being Monitored by FBI (Report)  (TheWrap),"['carter page', 'fbi', 'trump']",True,0.0,10,nan,,nan,0,545,ProducerThought
71,['read'],Please Read &amp; share the following.,[],True,0.0,10,nan,,Read::*1*||,0,546,crafticarolyn
72,[],Imp.,[],True,0.0,10,nan,,nan,1,546,crafticarolyn
73,"['trump', 'russia']",trump/russia info.,"['trump', 'russia']",True,0.0,10,nan,,,2,546,crafticarolyn
74,[],&amp;,[],True,0.0,10,nan,,,3,546,crafticarolyn
75,"['carter page', 'trump']",@darionavarro111 Carter Page was not a Trump advisor?,"['carter page', 'trump']",True,0.0,10,nan,,Carter Page::*1*2*||Trump::*6*||,0,547,alexb2877
76,[],I call BS,[],True,0.0,10,nan,,,1,547,alexb2877
77,['er'],"A sad day indeed for emergency physicians and their patients, who may lose guaranteed coverage for ER visits thanks to .",[],True,0.0,10,nan,,ER::*16*||,0,548,EmergencyDocs
78,[],Terrible.,[],True,0.0,10,nan,,nan,1,548,EmergencyDocs
79,['american'],house republicans just wanted to make it clear that they hate the american people.,"['house republicans', ' american']",True,0.0,10,nan,,nan,0,549,ebencom
1,"['look', 'carter page']","Look it's Carter Page, once again.",['carter page'],True,4.0,7,Trumprussia,,nan,1,361,MarkCM07
3,"['carter page', 'look']","Oh carter page, look what you have done?",['carter page'],True,4.0,7,nan,,,0,395,huffingtonList
8,"['nunes', 'wh', 'real']",Makes it seem like Nunes and the WH colluded to hide the real reason the admin was surveilled.,"['nunes', 'wh']",True,1.0,10,nan,,Nunes::*4*||WH::*7*||,0,518,wdrewcurtis
9,['look'],"@LouiseMensch Well, look at that....",[],True,1.0,10,nan,,,0,544,tvgirl222
10,"['house republicans', 'obamacare']",House Republicans pass shameful Obamacare repeal,"['house republicans', 'obamacare']",True,0.0,11,"bisexual, lgbtnation",,House Republicans::*0*1*||Obamacare::*4*||,0,550,comingoutoz
11,['vote'],Angry at @RepAnnWagner's  vote?,[],True,0.0,11,"AHCA, townhall",,,0,551,1hippoallalone
12,[],Come to a  &amp; share your views!,[],True,0.0,11,"AHCA, townhall",,,1,551,1hippoallalone
13,[],@FwdTogetherSTL @IndivisibleTeam @Indivisible_STL @RISEUP63122,[],True,0.0,11,"AHCA, townhall",,,2,551,1hippoallalone
14,[],@RepJBridenstine you are evil,[],True,0.0,11,nan,,,0,552,blissful1985
15,"['republicans', 'obamacare', 'vote', 'house of representatives']","Death is freedom: Republicans pass Obamacare repeal bill: In a 217-213 vote in the House of Representatives, every…","['republicans', 'obamacare', 'house of representatives']",True,0.0,11,nan,,Republicans::*3*||Obamacare::*5*||217-213::*10*||House of Representatives::*14*15*16*||,0,553,mariatsmith
